Code,Company,Industry,Exchange
MOHOTAIND,Mohota Industries Limited,Textiles,BSE
MOHOTAIND,Mohota Industries Limited,Textiles,NSE
MOIL,MOIL Limited,Mining,NSE
MOIL,MOIL Limited,Mining,BSE
MOLDTECH,Mold-Tek Technologies Limited,,NSE
MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,BPO/KPO,BSE
MOLDTKPAC,Mold-Tek Packaging Limited,Containers & Packaging,NSE
MOLDTKPAC,Mold-Tek Packaging Limited,Containers & Packaging,BSE
MONARCH,Monarch Networth Capital Ltd,Other Financial Services,BSE
MONEYBOXX,Moneyboxx Finance Ltd,Other Financial Services,BSE
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Finance (including NBFCs),BSE
MONIND,Monind Ltd,Iron & Steel/Interm.Products,BSE
MONTECARLO,Monte Carlo Fashions Limited,Other Apparels & Accessories,NSE
MONTECARLO,Monte Carlo Fashions Limited,Other Apparels & Accessories,BSE
MOONGIPASEC,Moongipa Securities Ltd,Other Financial Services,BSE
MORARJEE,Morarjee Textiles Limited,Textiles,NSE
MORARJEE,Morarjee Textiles Limited,Textiles,BSE
MORARKFI,MORARKA FINANCE LTD.,Finance (including NBFCs),BSE
MOREPENLAB,Morepen Laboratories Limited,Pharmaceuticals,NSE
MOREPENLAB,Morepen Laboratories Limited,Pharmaceuticals,BSE
MORGAN,MORGAN VENTURES LTD.,Finance (including NBFCs),BSE
MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.,Other Industrial Goods,BSE
MOSCHIP,Moschip Technologies Ltd,IT Software Products,BSE
MOTHERSUMI,Motherson Sumi Systems Limited,Auto Parts & Equipment,BSE
MOTHERSUMI,Motherson Sumi Systems Limited,Auto Parts & Equipment,NSE
MOTILALOFS,Motilal Oswal Financial Services Limited,Finance (including NBFCs),BSE
MOTILALOFS,Motilal Oswal Financial Services Limited,Finance (including NBFCs),NSE
MOTOGENFIN,The Motor & General Finance Limited,Finance (including NBFCs),NSE
MOTOGENFIN,The Motor & General Finance Limited,Finance (including NBFCs),BSE
MOUNT,Mount Housing and Infrastructure Ltd,Realty,BSE
MOUNTSHIQ,MOUNT SHIVALIK INDUSTRIES LTD.-$,Breweries & Distilleries,BSE
MPAGI,M.P.AGRO INDUSTRIES LTD.,Fertilizers,BSE
MPDL,MPDL Ltd,Realty,BSE
MPFSL,MATHER & PLATT FIRE SYSTEMS LTD.,Misc.Commercial Services,BSE
MPHASIS,MphasiS Limited,IT Consulting & Software,NSE
MPHASIS,MphasiS Limited,IT Consulting & Software,BSE
MPILCORPL,MPIL CORPORATION LTD.,Other Financial Services,BSE
MPL,MPL Plastics Limited,Containers & Packaging,BSE
MPSLTD,MPS Limited,Comm.Printing/Stationery,NSE
MPSLTD,MPS Limited,Comm.Printing/Stationery,BSE
MRCEXIM,MRC Exim Ltd,Comm.Trading  & Distribution,BSE
MRF,MRF Limited,Auto Tyres & Rubber Products,BSE
MRF,MRF Limited,Auto Tyres & Rubber Products,NSE
MRO-TEK,MRO-TEK Realty Limited,Telecom Equipment,BSE
MRO-TEK,MRO-TEK Realty Limited,Telecom Equipment,NSE
MRP,MRP Agro Ltd,Distributors,BSE
MRPL,Mangalore Refinery and Petrochemicals Limited,Refineries/ Petro-Products,BSE
MRPL,Mangalore Refinery and Petrochemicals Limited,Refineries/ Petro-Products,NSE
MRSS,Majestic Research Services and Solutions Ltd,Diversified,BSE
MRUTR,MRUGESH TRADING LTD.,Finance (including NBFCs),BSE
MSL,Mangalam Seeds Ltd,Other Agricultural Products,BSE
MSPL,MSP Steel & Power Limited,Iron & Steel Products,BSE
MSPL,MSP Steel & Power Limited,Iron & Steel Products,NSE
MSRINDIA,MSR INDIA LTD.,Houseware,BSE
MSTC,MSTC Ltd,Comm.Trading  & Distribution,BSE
MSTCLTD,Mstc Limited,,NSE
MTARTECH,Mtar Technologies Limited,Industrial Machinery,NSE
MTARTECH,Mtar Technologies Limited,Industrial Machinery,BSE
MTEDUCARE,MT Educare Limited,Education,BSE
MTEDUCARE,MT Educare Limited,Education,NSE
MTNL,Mahanagar Telephone Nigam Limited,Telecom Services,NSE
MTNL,Mahanagar Telephone Nigam Limited,Telecom Services,BSE
MTPL,Marg Techno Projects Ltd,Finance (including NBFCs),BSE
MUDRA,Mudra Financial Services Ltd,Other Financial Services,BSE
MUDUNURU,Mudunuru Ltd,IT Consulting & Software,BSE
MUKANDENGG,Mukand Engineers Limited,Construction & Engineering,NSE
MUKANDENGG,Mukand Engineers Limited,Construction & Engineering,BSE
MUKANDLTD,Mukand Limited,Iron & Steel/Interm.Products,BSE
MUKANDLTD,Mukand Limited,Iron & Steel/Interm.Products,NSE
MUKATPIP,MUKAT PIPES LTD.-$,Iron & Steel Products,BSE
MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,Other Financial Services,BSE
MUKTA,Mukta Agriculture Ltd,Comm.Trading  & Distribution,BSE
MUKTAARTS,Mukta Arts Limited,Movies & Entertainment,NSE
MUKTAARTS,Mukta Arts Limited,Movies & Entertainment,BSE
MUL,Mauria Udyog Ltd,Other Industrial Products,BSE
MULLER,MULLER & PHIPPS (INDIA) LTD.,Comm.Trading  & Distribution,BSE
MULTIBASE,MULTIBASE INDIA LTD.,Auto Tyres & Rubber Products,BSE
MULTIIN,MULTIPLUS HOLDINGS LTD.,Misc.Commercial Services,BSE
MUNCAPM,MUNOTH CAPITAL MARKET LTD.,Misc.Commercial Services,BSE
MUNJALAU,Munjal Auto Industries Limited,Auto Parts & Equipment,BSE
MUNJALAU,Munjal Auto Industries Limited,Auto Parts & Equipment,NSE
MUNJALSHOW,Munjal Showa Limited,Auto Parts & Equipment,BSE
MUNJALSHOW,Munjal Showa Limited,Auto Parts & Equipment,NSE
MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,Other Financial Services,BSE
MURUDCERA,Murudeshwar Ceramics Limited,Furniture-Furnishing-Paints,BSE
MURUDCERA,Murudeshwar Ceramics Limited,Furniture-Furnishing-Paints,NSE
MUTHOOTCAP,Muthoot Capital Services Limited,,NSE
MUTHOOTFIN,Muthoot Finance Limited,Finance (including NBFCs),NSE
MUTHOOTFIN,Muthoot Finance Limited,Finance (including NBFCs),BSE
MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,Finance (including NBFCs),BSE
MYMONEY,My Money Securities Ltd,Other Financial Services,BSE
MYSORPETRO,MYSORE PETRO CHEMICALS LTD.-$,Commodity Chemicals,BSE
MYSTICELE,Mystic Electronics Ltd,Comm.Trading  & Distribution,BSE
NACLIND,NACL Industries Limited,Agrochemicals,BSE
NACLIND,NACL Industries Limited,Agrochemicals,NSE
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,,NSE
NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,Fertilizers,BSE
NAGPI,NAGPUR POWER & INDUSTRIES LTD.,Iron & Steel/Interm.Products,BSE
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Investment Companies,BSE
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Investment Companies,NSE
NAGREEKEXP,Nagreeka Exports Limited,Textiles,NSE
NAGREEKEXP,Nagreeka Exports Limited,Textiles,BSE
NAGTECH,NAGARJUNA AGRI TECH LTD.,Other Agricultural Products,BSE
NAHARCAP,Nahar Capital and Financial Services Limited,Investment Companies,BSE
NAHARCAP,Nahar Capital and Financial Services Limited,Investment Companies,NSE
NAHARINDUS,Nahar Industrial Enterprises Limited,Textiles,BSE
NAHARINDUS,Nahar Industrial Enterprises Limited,Textiles,NSE
NAHARPOLY,Nahar Poly Films Limited,Textiles,NSE
NAHARPOLY,Nahar Poly Films Limited,Textiles,BSE
NAHARSPING,Nahar Spinning Mills Limited,Textiles,BSE
NAHARSPING,Nahar Spinning Mills Limited,Textiles,NSE
NALINLEA,NALIN LEASE FINANCE LTD.,Finance (including NBFCs),BSE
NAM,Nam Securities Ltd,Other Financial Services,BSE
NAM-INDIA,Nippon Life India Asset Management Limited,Asset Management Cos.,NSE
NAM-INDIA,Nippon Life India Asset Management Limited,Asset Management Cos.,BSE
NAPL,Naturite Agro Products Ltd,Other Agricultural Products,BSE
NARAYANI,Narayani Steels Ltd,Iron & Steel/Interm.Products,BSE
NARBADA,NARBADA GEMS AND JEWELLERY LTD.,Other Apparels & Accessories,BSE
NARMP,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,Plastic Products,BSE
NARPROP,NARENDRA PROPERTIES LTD.,Realty,BSE
NATCAPSUQ,NATURAL CAPSULES LTD.,Pharmaceuticals,BSE
NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,NSE
NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,BSE
NATFIT,National Fittings Limited,Iron & Steel Products,BSE
NATGENI,NATIONAL GENERAL INDUSTRIES LTD.,Iron & Steel/Interm.Products,BSE
NATHBIOGEN,Nath Bio-Genes (India) Limited,Other Agricultural Products,BSE
NATHBIOGEN,Nath Bio-Genes (India) Limited,Other Agricultural Products,NSE
NATHIND,Nath Industries Ltd,Paper & Paper Products,BSE
NATHUEC,NATURA HUE CHEM LTD.,Other Agricultural Products,BSE
NATIONALUM,National Aluminium Company Limited,Aluminium,BSE
NATIONALUM,National Aluminium Company Limited,Aluminium,NSE
NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,Realty,BSE
NATNLSTEEL,National Steel And Agro Industries Limited,Iron & Steel/Interm.Products,BSE
NATNLSTEEL,National Steel And Agro Industries Limited,Iron & Steel/Interm.Products,NSE
NATPEROX,NATIONAL PEROXIDE LTD.,Commodity Chemicals,BSE
NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.,Plastic Products,BSE
NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.,Plastic Products,BSE
NATPLY,NATIONAL PLYWOOD INDUSTRIES LTD.,Forest Products,BSE
NATRAJPR,NATRAJ PROTEINS LTD.,Edible Oils,BSE
NATURAL,Natural Biocon (India) Ltd,Agrochemicals,BSE
NAUKRI,Info Edge (India) Limited,Internet & Catalogue Retail,BSE
NAUKRI,Info Edge (India) Limited,Internet & Catalogue Retail,NSE
NAVBLDR,NAVKAR BUILDERS LTD.,Realty,BSE
NAVIGANT,Navigant Corporate Advisors Ltd,Other Financial Services,BSE
NAVINFLUOR,Navin Fluorine International Limited,Commodity Chemicals,BSE
NAVINFLUOR,Navin Fluorine International Limited,Commodity Chemicals,NSE
NAVKARCORP,Navkar Corporation Limited,Transport Related Services,BSE
NAVKARCORP,Navkar Corporation Limited,Transport Related Services,NSE
NAVKETAN,Navketan Merchants Ltd,Distributors,BSE
NAVNETEDUL,Navneet Education Limited,Publishing,NSE
NAVNETEDUL,Navneet Education Limited,Publishing,BSE
NAYSAA,Naysaa Securities Ltd,Finance (including NBFCs),BSE
NAZARA,Nazara Technologies Limited,IT Software Products,BSE
NAZARA,Nazara Technologies Limited,IT Software Products,NSE
NBCC,NBCC (India) Limited,Construction & Engineering,NSE
NBCC,NBCC (India) Limited,Construction & Engineering,BSE
NBFOOT,NB FOOTWEAR LTD.,Footwear,BSE
NBIFIN,N. B. I. Industrial Finance Company Limited,,NSE
NBVENTURES,Nava Bharat Ventures Limited,,NSE
NBVENTURES*,NAVA BHARAT VENTURES LTD.,Electric Utilities,BSE
NCC,NCC Limited,Construction & Engineering,BSE
NCC,NCC Limited,Construction & Engineering,NSE
NCCBLUE,NCC BLUE WATER PRODUCTS LTD.,Packaged Foods,BSE
NCLIND,NCL Industries Limited,Cement & Cement Products,BSE
NCLIND,NCL Industries Limited,Cement & Cement Products,NSE
NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,Other Financial Services,BSE
NDASEC,NDA SECURITIES LTD.,Other Financial Services,BSE
NDGL,Naga Dhunseri Group Limited,,NSE
NDL,Nandan Denim Limited,Textiles,BSE
NDL,Nandan Denim Limited,Textiles,NSE
NDMETAL,N.D.METAL INDUSTRIES LTD.,Copper,BSE
NDRAUTO,Ndr Auto Components Limited,Auto Parts & Equipment,NSE
NDRAUTO,Ndr Auto Components Limited,Auto Parts & Equipment,BSE
NDTV,New Delhi Television Limited,Broadcasting & Cable TV,NSE
NDTV,New Delhi Television Limited,Broadcasting & Cable TV,BSE
NEAGI,NEELAMALAI AGRO INDUSTRIES LTD.,Tea & Coffee,BSE
NECCLTD,North Eastern Carrying Corporation Limited,Transportation - Logistics,BSE
NECCLTD,North Eastern Carrying Corporation Limited,Transportation - Logistics,NSE
NECLIFE,Nectar Lifesciences Limited,Pharmaceuticals,BSE
NECLIFE,Nectar Lifesciences Limited,Pharmaceuticals,NSE
NEELKAN,NEELKANTH ROCKMINERALS LTD.,Construction Materials,BSE
NEERAJ,Neeraj Paper Marketing Ltd,Comm.Trading  & Distribution,BSE
NEH,Nel Holdings South Ltd,Realty,BSE
NEIL,Neil Industries Ltd,Finance (including NBFCs),BSE
NELCAST,Nelcast Limited,Other Industrial Products,BSE
NELCAST,Nelcast Limited,Other Industrial Products,NSE
NELCO,NELCO Limited,IT Networking Equipment,BSE
NELCO,NELCO Limited,IT Networking Equipment,NSE
NEOGEN,Neogen Chemicals Limited,Specialty Chemicals,BSE
NEOGEN,Neogen Chemicals Limited,Specialty Chemicals,NSE
NEOINFRA,NEO INFRACON LTD.,Realty,BSE
NEPTEXP,NEPTUNE EXPORTS LTD.,Comm.Trading  & Distribution,BSE
NESCO,Nesco Limited,Misc.Commercial Services,NSE
NESCO,Nesco Limited,Misc.Commercial Services,BSE
NESTLEIND,Nestle India Limited,Packaged Foods,BSE
NESTLEIND,Nestle India Limited,Packaged Foods,NSE
NETFNIF100,NIPPON INDIA ETF NIFTY 100, ,BSE
NETFSENSEX,NIPPON INDIA ETF SENSEX, ,BSE
NETFSNX150,NIPPON INDIA ETF SENSEX NEXT 50, ,BSE
NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,IT Software Products,BSE
NETRIPPLES,Netripples Software Ltd,IT Consulting & Software,BSE
NETTLINX,NETTLINX LTD.,IT Software Products,BSE
NETWORK18,Network18 Media & Investments Limited,Advertising & Media,NSE
NETWORK18,Network18 Media & Investments Limited,Advertising & Media,BSE
NEULANDLAB,Neuland Laboratories Limited,Pharmaceuticals,NSE
NEULANDLAB,Neuland Laboratories Limited,Pharmaceuticals,BSE
NEWGEN,Newgen Software Technologies Limited,IT Consulting & Software,NSE
NEWGEN,Newgen Software Technologies Limited,IT Consulting & Software,BSE
NEWLIGHT,New Light Apparels Ltd,Comm.Trading  & Distribution,BSE
NEWMKTADV,NEW MARKETS ADVISORY LTD.,IT Software Products,BSE
NEXTMEDIA,Next Mediaworks Limited,Publishing,BSE
NEXTMEDIA,Next Mediaworks Limited,Publishing,NSE
NEXUSSURGL,Nexus Surgical And Medicare Ltd,Other Financial Services,BSE
NFL,National Fertilizers Limited,Fertilizers,NSE
NFL,National Fertilizers Limited,Fertilizers,BSE
NGIL,Nakoda Group of Industries Ltd,Packaged Foods,BSE
NGIND,N.G.INDUSTRIES LTD.-$,Healthcare Services,BSE
NGLFINE,NGL FINE-CHEM LTD.,Pharmaceuticals,BSE
NH,Narayana Hrudayalaya Ltd.,Healthcare Facilities,NSE
NH,Narayana Hrudayalaya Ltd.,Healthcare Facilities,BSE
NHCFOODS,NHC FOODS LTD.,Other Food Products,BSE
NHPC,NHPC Limited,Electric Utilities,BSE
NHPC,NHPC Limited,Electric Utilities,NSE
NIACL,The New India Assurance Company Limited,General Insurance,NSE
NIACL,The New India Assurance Company Limited,General Insurance,BSE
NIBE,NIBE Ltd,Textiles,BSE
NIBL,NRB Industrial Bearings Limited,Other Industrial Goods,BSE
NIBL,NRB Industrial Bearings Limited,Other Industrial Goods,NSE
NICCOPAR,NICCO PARKS & RESORTS LTD.-$,Other Leisure Facilities,BSE
NIDL,Narendra Investments (Delhi) Ltd,Consulting Services,BSE
NIEHSPA,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT, ,BSE
NIEHSPB,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT, ,BSE
NIEHSPC,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT, ,BSE
NIEHSPD,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH, ,BSE
NIEHSPE,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT, ,BSE
NIEHSPF,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT, ,BSE
NIEHSPG,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH, ,BSE
NIEHSPH,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT, ,BSE
NIEHSPI,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT, ,BSE
NIEHSPJ,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT, ,BSE
NIEHSPK,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT, ,BSE
NIEHSPL,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT, ,BSE
NIEHSPM,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT, ,BSE
NIEHSPN,NIPPON INDIA EQUITY HYBRID FUND -&#160;SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT, ,BSE
NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS, ,BSE
NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS, ,BSE
NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT, ,BSE
NIESSPD,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT, ,BSE
NIESSPE,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH, ,BSE
NIESSPF,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT, ,BSE
NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT, ,BSE
NIESSPH,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT, ,BSE
NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT, ,BSE
NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT, ,BSE
NIESSPK,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT, ,BSE
NIESSPL,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH, ,BSE
NIESSPM,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT, ,BSE
NIESSPN,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT, ,BSE
NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT, ,BSE
NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT, ,BSE
NIFTYBEES,NIPPON INDIA ETF NIFTY BEES,Other Financial Services,BSE
NIFTYEES,Edelweiss Mutual Fund - Edelweiss Exchange Traded Scheme - Nifty ( Nifty EES ), ,BSE
NIHARINF,NIHAR INFO GLOBAL LTD.,IT Software Products,BSE
NIITLTD,NIIT Limited,IT Training Services,NSE
NIITLTD,NIIT Limited,IT Training Services,BSE
NIKHILAD,NIKHIL ADHESIVES LTD.-$,Comm.Trading  & Distribution,BSE
NIKKIGL,NIKKI GLOBAL FINANCE LTD.,Finance (including NBFCs),BSE
NILA,NILA INFRASTRUCTURES LTD.,Construction & Engineering,BSE
NILACHAL,NILACHAL REFRACTORIES LTD.,Construction Materials,BSE
NILAINFRA,Nila Infrastructures Limited,,NSE
NILASPACES,Nila Spaces Limited,Realty,NSE
NILASPACES,Nila Spaces Limited,Realty,BSE
NILE,NILE LTD.,Iron & Steel Products,BSE
NILKAMAL,Nilkamal Limited,Plastic Products,NSE
NILKAMAL,Nilkamal Limited,Plastic Products,BSE
NIMBSPROJ,NIMBUS PROJECTS LTD.,Realty,BSE
NINSYS,NINtec Systems Ltd,IT Consulting & Software,BSE
NIOSAD,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG DVP31JN22, ,BSE
NIOSADD,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR DVP31JN22, ,BSE
NIOSADG,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR GWTH31JN22, ,BSE
NIOSAG,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG GWTH31JN22, ,BSE
NIPPOBATRY,Indo-National Limited,Non-Durable Household Prod.,BSE
NIPPOBATRY,Indo-National Limited,Non-Durable Household Prod.,NSE
NIRAJ,Niraj Cement Structurals Limited,Construction & Engineering,BSE
NIRAJ,Niraj Cement Structurals Limited,Construction & Engineering,NSE
NIRAJISPAT,Niraj Ispat Industries Limited,,NSE
NIRAVCOM,NIRAV COMMERCIALS LTD.,Comm.Trading  & Distribution,BSE
NIRLON,NIRLON LTD.,Misc.Commercial Services,BSE
NITCO,Nitco Limited,Furniture-Furnishing-Paints,BSE
NITCO,Nitco Limited,Furniture-Furnishing-Paints,NSE
NITINCAST,Nitin Castings Ltd,Misc.Commercial Services,BSE
NITINFIRE,Nitin Fire Protection Industries Limited,Industrial Machinery,NSE
NITINFIRE,Nitin Fire Protection Industries Limited,Industrial Machinery,BSE
NITINSPIN,Nitin Spinners Limited,Textiles,BSE
NITINSPIN,Nitin Spinners Limited,Textiles,NSE
NITTAGELA,NITTA GELATIN INDIA LTD.-$,Specialty Chemicals,BSE
NIVAKA,Nivaka Fashions Ltd,Comm.Trading  & Distribution,BSE
NIVBDDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR DVP 06JN21, ,BSE
NIVBDGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR GWTH 06JN21, ,BSE
NIVBDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG DVP 06JN21, ,BSE
NIVBGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG GWTH 06JN21, ,BSE
NIYOGIN,Niyogin Fintech Ltd,Finance (including NBFCs),BSE
NKIND,NK Industries Limited,Edible Oils,NSE
NKIND,NK Industries Limited,Edible Oils,BSE
NLCINDIA,NLC India Limited,Electric Utilities,NSE
NLCINDIA,NLC India Limited,Electric Utilities,BSE
NMDC,NMDC Limited,Mining,BSE
NMDC,NMDC Limited,Mining,NSE
NMSRESRC,NMS Resources Global Ltd,Comm.Trading  & Distribution,BSE
NNTL,N2N Technologies Limited,Misc.Commercial Services,BSE
NOCIL,NOCIL Limited,Specialty Chemicals,NSE
NOCIL,NOCIL Limited,Specialty Chemicals,BSE
NOGMIND,NEOGEM INDIA LTD.,Other Apparels & Accessories,BSE
NOIDATOLL,Noida Toll Bridge Company Limited,Roads & Highways,NSE
NOIDATOLL,Noida Toll Bridge Company Limited,Roads & Highways,BSE
NOL,NATIONAL OXYGEN LTD.,Industrial Gases,BSE
NORBTEAEXP,Norben Tea & Exports Limited,,NSE
NORRIS,NORRIS MEDICINES LTD.,Comm.Trading  & Distribution,BSE
NORTHLINK,Northlink Fiscal and Capital Services Ltd,Finance (including NBFCs),BSE
NORTHPR,NORTHERN PROJECTS LTD.,Misc.Commercial Services,BSE
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,Comm.Trading  & Distribution,BSE
NOVAPUB,Nova Publications India Ltd,Publishing,BSE
NOVARTIND,Novartis India Limited,Pharmaceuticals,NSE
NOVARTIND,Novartis India Limited,Pharmaceuticals,BSE
NOVATEOR,Novateor Research Laboratories Ltd,Personal Products,BSE
NOVIS,NOVA IRON & STEEL LTD.,Iron & Steel/Interm.Products,BSE
NPRFIN,NPR FINANCE LTD.,Other Financial Services,BSE
NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,Paper & Paper Products,BSE
NRAIL,N R Agarwal Industries Limited,,NSE
NRBBEARING,NRB Bearing Limited,Industrial Machinery,NSE
NRBBEARING,NRB Bearing Limited,Industrial Machinery,BSE
NSIL,Nalwa Sons Investments Limited,Finance (including NBFCs),NSE
NSIL,Nalwa Sons Investments Limited,Finance (including NBFCs),BSE
NSL,Northern Spirits Ltd,Comm.Trading  & Distribution,BSE
NTCIND,NTC INDUSTRIES LTD.,Cigarettes-Tobacco Products,BSE
NTL,Neueon Towers Limited,Heavy Electrical Equipment,NSE
NTL,Neueon Towers Limited,Heavy Electrical Equipment,BSE
NTPC,NTPC Limited,Electric Utilities,NSE
NTPC,NTPC Limited,Electric Utilities,BSE
NUCLEUS,Nucleus Software Exports Limited,IT Software Products,BSE
NUCLEUS,Nucleus Software Exports Limited,IT Software Products,NSE
NURECA,Nureca Limited,Healthcare Supplies,BSE
NURECA,Nureca Limited,Healthcare Supplies,NSE
NUTECGLOB,NUTECH GLOBAL LTD.,Textiles,BSE
NUTRICIRCLE,Nutricircle Ltd,Other Apparels & Accessories,BSE
